"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215","successfully begins valid poll","","Fri Nov 15 05:01:51 GMT 2024","passed","Fri Nov 15 05:01:51 GMT 2024","","","",""
"","0","converts UI after poll begins","","Fri Nov 15 05:04:47 GMT 2024","passed","Fri Nov 15 05:04:47 GMT 2024","","","",""
"","0","is not visible for delegates, alternates, or observers","","Fri Nov 15 05:04:39 GMT 2024","passed","Fri Nov 15 05:04:39 GMT 2024","","","",""
"","65","renders no votes & alerts user internal error occurs getting poll results","","Fri Nov 15 04:57:25 GMT 2024","passed","Fri Nov 15 04:57:25 GMT 2024","","","",""
"","0","is not visible for delegates, alternates, or observers","","Fri Nov 15 05:04:39 GMT 2024","passed","Fri Nov 15 05:04:39 GMT 2024","","","",""
"","27","alerts user when poll voting is already closed","","Fri Nov 15 05:00:46 GMT 2024","broken","Fri Nov 15 05:00:46 GMT 2024","","","",""
"","0","is visible to an alternate that is the active voter","","Fri Nov 15 05:04:41 GMT 2024","passed","Fri Nov 15 05:04:41 GMT 2024","","","",""
"","1337","Successfully alerts on internal error","","Fri Nov 15 05:00:11 GMT 2024","passed","Fri Nov 15 05:00:13 GMT 2024","","","",""
"","52","does not render vote count when pending","","Fri Nov 15 05:03:39 GMT 2024","passed","Fri Nov 15 05:03:39 GMT 2024","","","",""
"","46","shows pending when the poll has not begun voting","","Fri Nov 15 05:04:12 GMT 2024","passed","Fri Nov 15 05:04:12 GMT 2024","","","",""
"","46","shows concluded when the poll has closed voting","","Fri Nov 15 05:04:04 GMT 2024","passed","Fri Nov 15 05:04:04 GMT 2024","","","",""
"","0","is visible to a delegate that is the active voter","","Fri Nov 15 05:04:42 GMT 2024","passed","Fri Nov 15 05:04:42 GMT 2024","","","",""
"","181","alerts user when poll is not pending","","Fri Nov 15 05:00:25 GMT 2024","passed","Fri Nov 15 05:00:26 GMT 2024","","","",""
"","3227","alerts user when name is longer than 255 characters, maintains form","","Fri Nov 15 04:57:03 GMT 2024","broken","Fri Nov 15 04:57:07 GMT 2024","","","",""
"","0","alerts user when poll creation fails","","Fri Nov 15 05:04:43 GMT 2024","passed","Fri Nov 15 05:04:43 GMT 2024","","","",""
"","29","shows the vote count when found","","Fri Nov 15 05:04:32 GMT 2024","broken","Fri Nov 15 05:04:32 GMT 2024","","","",""
"","538","successfully renders table with all representatives","","Fri Nov 15 04:58:00 GMT 2024","passed","Fri Nov 15 04:58:01 GMT 2024","","","",""
"","1245","Successfully alerts on internal error","","Fri Nov 15 04:59:18 GMT 2024","passed","Fri Nov 15 04:59:19 GMT 2024","","","",""
"","503","Alerts on Invalid query userId for getUserVotes","","Fri Nov 15 05:03:05 GMT 2024","passed","Fri Nov 15 05:03:06 GMT 2024","","","",""
"","1380","Successfully alerts when workshop id is not provided","","Fri Nov 15 04:59:43 GMT 2024","passed","Fri Nov 15 04:59:45 GMT 2024","","","",""
"","0","is visible for convention organizers","","Fri Nov 15 05:04:45 GMT 2024","passed","Fri Nov 15 05:04:45 GMT 2024","","","",""
"","31","handles no polls or error","","Fri Nov 15 05:01:24 GMT 2024","broken","Fri Nov 15 05:01:24 GMT 2024","","","",""
"","98","shows no representatives found message","","Fri Nov 15 05:03:33 GMT 2024","passed","Fri Nov 15 05:03:33 GMT 2024","","","",""
"","78","renders link to browse all polls","","Fri Nov 15 05:03:31 GMT 2024","broken","Fri Nov 15 05:03:31 GMT 2024","","","",""
"","55","correctly renders 0 votes","","Fri Nov 15 05:02:46 GMT 2024","broken","Fri Nov 15 05:02:46 GMT 2024","","","",""
"","1288","Successfully alerts on internal error","","Fri Nov 15 04:58:54 GMT 2024","passed","Fri Nov 15 04:58:55 GMT 2024","","","",""
"","1054","handles no polls or error","","Fri Nov 15 05:01:04 GMT 2024","broken","Fri Nov 15 05:01:05 GMT 2024","","","",""
"","30","alerts user when poll is not deleted","","Fri Nov 15 05:01:18 GMT 2024","broken","Fri Nov 15 05:01:18 GMT 2024","","","",""
"","526","Alerts on Votes not found for getUserVotes","","Fri Nov 15 05:02:57 GMT 2024","passed","Fri Nov 15 05:02:57 GMT 2024","","","",""
